Mailing City,Mailing State/Province,Mailing Zip/Postal Code,Mailing Country,Start Term and Year,Name,Population,Median_Income,Median_Age,Bachelor_Degree,Total_Education_Population,Graduate_Professional_Degree,White_Alone,Black_Alone,Hispanic_Latino,Employment_Status,Unemployment,Total_Health_Insurance_Coverage,Without_Health_Insurance,Total_Pop_Poverty_Status,Below_Poverty_Level,Median_Home_Value,Median_Gross_Rent,Owner_Occupied_Units,Renter_Occupied_Units,Non_English_Speakers,Means_of_Transportation_to_Work,Total_Pop_Marital_Status,Married_Population,ZCTA
Anaheim,CA,92807,United States,Fall 2023,ZCTA5 92807,36117,133894,42.6,4074,25831,2728,23390,495,19327,29745,872,36061,26,36022,2267,874400,2851,10057,2332,,466245.0,30279,4594,92807
Anaheim,CA,92808,United States,Fall 2019,ZCTA5 92808,21080,144348,44.2,1530,15430,1768,12509,406,11321,17241,635,21080,0,21071,663,951100,2653,5599,2122,,320090.0,17611,2400,92808
Anaheim,CA,92808,United States,Spring 2019,ZCTA5 92808,21080,144348,44.2,1530,15430,1768,12509,406,11321,17241,635,21080,0,21071,663,951100,2653,5599,2122,,320090.0,17611,2400,92808
Anaheim,CA,92808,United States,Fall 2021,ZCTA5 92808,21080,144348,44.2,1530,15430,1768,12509,406,11321,17241,635,21080,0,21071,663,951100,2653,5599,2122,,320090.0,17611,2400,92808
Anaheim,CA,92808,United States,Fall 2021,ZCTA5 92808,21080,144348,44.2,1530,15430,1768,12509,406,11321,17241,635,21080,0,21071,663,951100,2653,5599,2122,,320090.0,17611,2400,92808
Anaheim,CA,92808,United States,Fall 2021,ZCTA5 92808,21080,144348,44.2,1530,15430,1768,12509,406,11321,17241,635,21080,0,21071,663,951100,2653,5599,2122,,320090.0,17611,2400,92808
Anaheim,CA,92808,United States,Fall 2023,ZCTA5 92808,21080,144348,44.2,1530,15430,1768,12509,406,11321,17241,635,21080,0,21071,663,951100,2653,5599,2122,,320090.0,17611,2400,92808
Anaheim Hills,CA,92807,United States,Fall 2020,ZCTA5 92807,36117,133894,42.6,4074,25831,2728,23390,495,19327,29745,872,36061,26,36022,2267,874400,2851,10057,2332,,466245.0,30279,4594,92807
Anaheim Hills,CA,92808,United States,Fall 2019,ZCTA5 92808,21080,144348,44.2,1530,15430,1768,12509,406,11321,17241,635,21080,0,21071,663,951100,2653,5599,2122,,320090.0,17611,2400,92808
Anaheim Hills,CA,92808,United States,Fall 2022,ZCTA5 92808,21080,144348,44.2,1530,15430,1768,12509,406,11321,17241,635,21080,0,21071,663,951100,2653,5599,2122,,320090.0,17611,2400,92808
Anchorage,AK,99517,United States,Fall 2021,ZCTA5 99517,16347,96700,38.5,2088,11642,829,10313,521,9937,13022,605,16150,50,16281,1582,357100,1237,4126,2494,,122875.0,13216,2609,99517
Anchorage,AK,99507,United States,Fall 2020,ZCTA5 99507,35708,100829,34.9,5035,24432,2506,19785,1442,18261,28996,895,34934,162,35565,2051,353300,1518,9488,3722,,320580.0,29513,5778,99507
Anchorage,AK,99507,United States,Fall 2020,ZCTA5 99507,35708,100829,34.9,5035,24432,2506,19785,1442,18261,28996,895,34934,162,35565,2051,353300,1518,9488,3722,,320580.0,29513,5778,99507
Anchorage,AK,99516,United States,Fall 2019,ZCTA5 99516,21788,151291,40.7,1841,14532,873,16562,569,16030,16955,466,21646,28,21525,885,541400,1245,6563,839,,197330.0,17314,2441,99516
Anchorage,AK,99516,United States,Fall 2020,ZCTA5 99516,21788,151291,40.7,1841,14532,873,16562,569,16030,16955,466,21646,28,21525,885,541400,1245,6563,839,,197330.0,17314,2441,99516
Anderson,CA,96007,United States,Fall 2022,ZCTA5 96007,24849,57517,41.7,4717,18209,1783,20343,51,18951,20374,789,24802,20,24615,3390,272300,1038,6763,3208,,212230.0,20579,3003,96007
Anderson,SC,29621,United States,Fall 2021,ZCTA5 29621,44260,71438,39.8,5975,29598,3654,33467,7383,32779,35579,1435,43700,38,42551,5006,239900,950,12776,4291,,415345.0,36170,4443,29621
Antioch,CA,94509,United States,Fall 2020,ZCTA5 94509,70889,78637,36.4,11448,46880,4390,25759,11457,18970,55804,3045,70662,84,70304,10319,516200,2011,12857,10309,,1216555.0,56836,11921,94509
Antioch,CA,94509,United States,Fall 2022,ZCTA5 94509,70889,78637,36.4,11448,46880,4390,25759,11457,18970,55804,3045,70662,84,70304,10319,516200,2011,12857,10309,,1216555.0,56836,11921,94509
Antioch,CA,94509,United States,Fall 2023,ZCTA5 94509,70889,78637,36.4,11448,46880,4390,25759,11457,18970,55804,3045,70662,84,70304,10319,516200,2011,12857,10309,,1216555.0,56836,11921,94509
Antioch,CA,94518,United States,Fall 2019,ZCTA5 94518,28287,111186,40.2,3313,20628,2187,16070,580,14112,23232,706,27981,54,27943,2747,783000,2231,7212,3017,,416770.0,23484,4302,94518
Antioch,CA,94531,United States,Fall 2019,ZCTA5 94531,44115,115300,39.1,6203,30323,3549,13230,10989,10194,35696,1630,44001,0,43815,3510,624900,2800,9544,3689,,913950.0,36363,6640,94531
Antioch,CA,94531,United States,Fall 2019,ZCTA5 94531,44115,115300,39.1,6203,30323,3549,13230,10989,10194,35696,1630,44001,0,43815,3510,624900,2800,9544,3689,,913950.0,36363,6640,94531
Antioch,CA,94531,United States,Fall 2022,ZCTA5 94531,44115,115300,39.1,6203,30323,3549,13230,10989,10194,35696,1630,44001,0,43815,3510,624900,2800,9544,3689,,913950.0,36363,6640,94531
Anza,CA,92539,United States,Spring 2023,ZCTA5 92539,3760,54107,48.1,460,2709,149,2380,6,2325,2981,113,3760,0,3755,315,311900,1012,1093,276,,66020.0,2981,334,92539
Apex,NC,27539,United States,Fall 2022,ZCTA5 27539,27212,132122,36.6,1751,17191,1615,20518,2364,19804,19563,646,27212,89,27204,1095,455000,1561,7223,1557,,267450.0,20139,3434,27539
Apple Valley,CA,92308,United States,Fall 2019,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2019,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2019,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2019,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2019,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2019,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2019,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2020,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2020,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2020,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2020,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2020,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2020,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2020,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2020,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2020,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2020,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2020,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2021,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2021,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2021,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2021,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2021,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple valley,CA,92308,United States,Spring 2022,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2022,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2022,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2022,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2022,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2022,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2023,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2023,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2023,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2023,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2023,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2023,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2023,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92308,United States,Fall 2023,ZCTA5 92308,43191,60717,36.3,7952,27232,2004,27736,3308,19999,31547,1439,42982,128,42786,7930,333500,1315,9822,4295,,495475.0,32458,5329,92308
Apple Valley,CA,92345,United States,Fall 2023,ZCTA5 92345,87476,64243,32.5,16761,52827,4184,55278,3515,26271,64753,3726,87357,263,87010,16607,330400,1376,15956,9674,,1217665.0,66296,13431,92345
Apple Valley,CA,92307,United States,Fall 2019,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2019,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2020,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2019,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2019,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2019,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2020,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2021,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2021,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2021,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2022,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2022,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2022,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2022,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2022,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2022,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2023,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2023,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2023,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2023,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2023,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2023,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92307,United States,Fall 2023,ZCTA5 92307,40534,71450,36.1,5914,25664,3315,25229,2910,19248,31072,1565,40316,72,40131,5837,356600,1297,9100,4226,,583610.0,31714,4851,92307
Apple Valley,CA,92392,United States,Fall 2020,ZCTA5 92392,61859,73860,32.4,10119,37014,3209,26312,9802,13798,45478,2635,61730,88,61356,10418,328200,1707,11363,5423,,944130.0,46344,9326,92392
Apple Valley,CA,92506,United States,Fall 2021,ZCTA5 92506,44344,115246,37.8,5328,29857,2523,28029,1927,21625,34731,836,43963,9,43909,4171,605800,1777,10994,3645,,539775.0,35405,5830,92506
Aptos,CA,95003,United States,Fall 2020,ZCTA5 95003,24977,136506,48.2,1609,18190,1761,20084,88,19054,21110,693,24972,35,24844,862,1107300,2364,7498,2584,,288985.0,21368,2888,95003
Aptos,CA,95003,United States,Fall 2023,ZCTA5 95003,24977,136506,48.2,1609,18190,1761,20084,88,19054,21110,693,24972,35,24844,862,1107300,2364,7498,2584,,288985.0,21368,2888,95003
Arcadia,CA,91007,United States,Fall 2019,ZCTA5 91007,33367,93128,44.7,4044,24637,1969,9400,527,7276,27572,920,32546,0,32538,3061,1229300,2021,5936,5924,,367775.0,27896,4956,91007
Arcadia,CA,91007,United States,Fall 2021,ZCTA5 91007,33367,93128,44.7,4044,24637,1969,9400,527,7276,27572,920,32546,0,32538,3061,1229300,2021,5936,5924,,367775.0,27896,4956,91007
Arcadia,CA,91006,United States,Fall 2020,ZCTA5 91006,31986,123358,45.2,3959,23008,1973,8766,403,6287,26015,679,31985,9,31932,2630,1154100,2050,7630,2996,,358600.0,26326,4658,91006
Arcadia,CA,91006,United States,Fall 2022,ZCTA5 91006,31986,123358,45.2,3959,23008,1973,8766,403,6287,26015,679,31985,9,31932,2630,1154100,2050,7630,2996,,358600.0,26326,4658,91006
Arcadia,CA,91006,United States,Fall 2023,ZCTA5 91006,31986,123358,45.2,3959,23008,1973,8766,403,6287,26015,679,31985,9,31932,2630,1154100,2050,7630,2996,,358600.0,26326,4658,91006
Arden Hills,MN,55112,United States,Spring 2023,ZCTA5 55112,46095,91300,36.9,5320,30713,2820,32455,5150,31618,36146,838,45555,25,43656,4449,320700,1239,11644,5490,,435170.0,36843,6379,55112
Arkadelphia,AR,71923,United States,Fall 2023,ZCTA5 71923,14400,48602,32.2,2153,8662,438,9689,3810,9526,11867,291,14159,22,13269,2697,157400,694,3278,2435,,131450.0,12006,2244,71923
Arligton,TX,76001,United States,Fall 2021,ZCTA5 76001,38010,101311,34.3,4087,23417,1792,20080,9479,17733,28106,932,37849,69,37420,3404,292500,1743,8963,2559,,468735.0,28661,4057,76001
Arlington,TX,76013,United States,Fall 2019,ZCTA5 76013,35535,64585,31.5,3819,22037,1515,23057,5061,20559,28914,1122,35475,105,33255,5538,268600,1222,6637,6637,,369645.0,29291,5874,76013
Arlington,TX,76002,United States,Fall 2023,ZCTA5 76002,33076,102369,32.7,3575,20207,2265,11715,11778,9323,25160,1433,32902,71,33005,2334,279900,2009,8028,1578,,503180.0,25731,4398,76002
Arroyo Grande,CA,93420,United States,Fall 2019,ZCTA5 93420,32126,104314,45.8,3571,22776,2307,25047,441,23291,26046,400,31977,61,31835,1984,836500,2028,8431,4039,,273050.0,26403,3481,93420
Arroyo Grande,CA,93420,United States,Fall 2021,ZCTA5 93420,32126,104314,45.8,3571,22776,2307,25047,441,23291,26046,400,31977,61,31835,1984,836500,2028,8431,4039,,273050.0,26403,3481,93420
Arroyo Grande,CA,93420,United States,Fall 2021,ZCTA5 93420,32126,104314,45.8,3571,22776,2307,25047,441,23291,26046,400,31977,61,31835,1984,836500,2028,8431,4039,,273050.0,26403,3481,93420
Artesia,CA,90701,United States,Fall 2019,ZCTA5 90701,16237,92702,39.1,2125,11609,1001,3327,676,2457,13491,743,15802,75,15764,1156,697900,2128,2323,2161,,169815.0,13671,2373,90701
Artesia,CA,90701,United States,Fall 2019,ZCTA5 90701,16237,92702,39.1,2125,11609,1001,3327,676,2457,13491,743,15802,75,15764,1156,697900,2128,2323,2161,,169815.0,13671,2373,90701
Artesia,CA,90701,United States,Fall 2022,ZCTA5 90701,16237,92702,39.1,2125,11609,1001,3327,676,2457,13491,743,15802,75,15764,1156,697900,2128,2323,2161,,169815.0,13671,2373,90701
Artesia,CA,90701,United States,Fall 2022,ZCTA5 90701,16237,92702,39.1,2125,11609,1001,3327,676,2457,13491,743,15802,75,15764,1156,697900,2128,2323,2161,,169815.0,13671,2373,90701
Artesia,CA,90701,United States,Fall 2022,ZCTA5 90701,16237,92702,39.1,2125,11609,1001,3327,676,2457,13491,743,15802,75,15764,1156,697900,2128,2323,2161,,169815.0,13671,2373,90701
